"state","period_start","period_end","duration"
"Intermediate","2021-03-18 18:31:18+01","2021-03-18 18:31:20+01","00:00:02"
"Active","2021-03-18 18:31:20+01","2021-03-18 18:31:21+01","00:00:01"
"Intermediate","2021-03-18 18:31:21+01","2021-03-18 18:31:24+01","00:00:03"
"Active","2021-03-18 18:31:24+01","2021-03-18 18:31:27+01","00:00:03"
"Intermediate","2021-03-18 18:31:27+01","2021-03-18 18:31:30+01","00:00:03"
"Active","2021-03-18 18:31:30+01","2021-03-18 18:31:32+01","00:00:02"
"Intermediate","2021-03-18 18:31:32+01","2021-03-18 18:31:40+01","00:00:08"
"Active","2021-03-18 18:31:40+01","2021-03-18 18:31:41+01","00:00:01"
"Intermediate","2021-03-18 18:31:41+01","2021-03-18 18:31:45+01","00:00:04"
"Active","2021-03-18 18:31:45+01","2021-03-18 18:31:46+01","00:00:01"
"Intermediate","2021-03-18 18:31:46+01","2021-03-18 18:32:01+01","00:00:15"
"Active","2021-03-18 18:32:01+01","2021-03-18 18:32:03+01","00:00:02"
"Intermediate","2021-03-18 18:32:03+01","2021-03-18 18:32:10+01","00:00:07"
"Active","2021-03-18 18:32:10+01","2021-03-18 18:32:12+01","00:00:02"
"Intermediate","2021-03-18 18:32:12+01","2021-03-18 18:32:15+01","00:00:03"
"Active","2021-03-18 18:32:15+01","2021-03-18 18:32:17+01","00:00:02"
"Intermediate","2021-03-18 18:32:17+01","2021-03-18 18:32:20+01","00:00:03"
"Active","2021-03-18 18:32:20+01","2021-03-18 18:32:21+01","00:00:01"
"Intermediate","2021-03-18 18:32:21+01","2021-03-18 18:32:22+01","00:00:01"
"Active","2021-03-18 18:32:22+01","2021-03-18 18:32:24+01","00:00:02"
"Intermediate","2021-03-18 18:32:24+01","2021-03-18 18:32:27+01","00:00:03"
"Active","2021-03-18 18:32:27+01","2021-03-18 18:32:32+01","00:00:05"
"Intermediate","2021-03-18 18:32:32+01","2021-03-18 18:32:34+01","00:00:02"
"Active","2021-03-18 18:32:34+01","2021-03-18 18:32:35+01","00:00:01"
"Intermediate","2021-03-18 18:32:35+01","2021-03-18 18:32:38+01","00:00:03"
"Active","2021-03-18 18:32:38+01","2021-03-18 18:32:39+01","00:00:01"
"Intermediate","2021-03-18 18:32:39+01","2021-03-18 18:32:41+01","00:00:02"
"Active","2021-03-18 18:32:41+01","2021-03-18 18:32:44+01","00:00:03"
"Intermediate","2021-03-18 18:32:44+01","2021-03-18 18:32:45+01","00:00:01"
"Active","2021-03-18 18:32:45+01","2021-03-18 18:32:46+01","00:00:01"
"Intermediate","2021-03-18 18:32:46+01","2021-03-18 18:32:47+01","00:00:01"
"Active","2021-03-18 18:32:47+01","2021-03-18 18:32:48+01","00:00:01"
"Intermediate","2021-03-18 18:32:48+01","2021-03-18 18:32:50+01","00:00:02"
"Active","2021-03-18 18:32:50+01","2021-03-18 18:32:53+01","00:00:03"
"Intermediate","2021-03-18 18:32:53+01","2021-03-18 18:32:55+01","00:00:02"
"Active","2021-03-18 18:32:55+01","2021-03-18 18:32:57+01","00:00:02"
"Intermediate","2021-03-18 18:32:57+01","2021-03-18 18:33:00+01","00:00:03"
"Active","2021-03-18 18:33:00+01","2021-03-18 18:33:02+01","00:00:02"
"Intermediate","2021-03-18 18:33:02+01","2021-03-18 18:33:06+01","00:00:04"
"Active","2021-03-18 18:33:06+01","2021-03-18 18:33:08+01","00:00:02"
"Intermediate","2021-03-18 18:33:08+01","2021-03-18 18:33:10+01","00:00:02"
"Active","2021-03-18 18:33:10+01","2021-03-18 18:33:11+01","00:00:01"
"Intermediate","2021-03-18 18:33:11+01","2021-03-18 18:33:12+01","00:00:01"
"Active","2021-03-18 18:33:12+01","2021-03-18 18:33:13+01","00:00:01"
"Intermediate","2021-03-18 18:33:13+01","2021-03-18 18:33:22+01","00:00:09"
"Active","2021-03-18 18:33:22+01","2021-03-18 18:33:23+01","00:00:01"
"Intermediate","2021-03-18 18:33:23+01","2021-03-18 18:33:30+01","00:00:07"
"Active","2021-03-18 18:33:30+01","2021-03-18 18:33:32+01","00:00:02"
"Intermediate","2021-03-18 18:33:32+01","2021-03-18 18:33:36+01","00:00:04"
"Active","2021-03-18 18:33:36+01","2021-03-18 18:33:37+01","00:00:01"
"Intermediate","2021-03-18 18:33:37+01","2021-03-18 18:33:38+01","00:00:01"
"Active","2021-03-18 18:33:38+01","2021-03-18 18:33:39+01","00:00:01"
"Intermediate","2021-03-18 18:33:39+01","2021-03-18 18:33:40+01","00:00:01"
"Active","2021-03-18 18:33:40+01","2021-03-18 18:33:41+01","00:00:01"
"Intermediate","2021-03-18 18:33:41+01","2021-03-18 18:33:42+01","00:00:01"
"Active","2021-03-18 18:33:42+01","2021-03-18 18:33:43+01","00:00:01"
"Intermediate","2021-03-18 18:33:43+01","2021-03-18 18:33:51+01","00:00:08"
"Active","2021-03-18 18:33:51+01","2021-03-18 18:33:52+01","00:00:01"
"Intermediate","2021-03-18 18:33:52+01","2021-03-18 18:33:59+01","00:00:07"
"Active","2021-03-18 18:33:59+01","2021-03-18 18:34:00+01","00:00:01"
"Intermediate","2021-03-18 18:34:00+01","2021-03-18 18:34:05+01","00:00:05"
"Active","2021-03-18 18:34:05+01","2021-03-18 18:34:06+01","00:00:01"
"Intermediate","2021-03-18 18:34:06+01","2021-03-18 18:34:12+01","00:00:06"
"Active","2021-03-18 18:34:12+01","2021-03-18 18:34:15+01","00:00:03"
"Intermediate","2021-03-18 18:34:15+01","2021-03-18 18:34:21+01","00:00:06"
"Active","2021-03-18 18:34:21+01","2021-03-18 18:34:22+01","00:00:01"
"Intermediate","2021-03-18 18:34:22+01","2021-03-18 18:34:23+01","00:00:01"
"Active","2021-03-18 18:34:23+01","2021-03-18 18:34:24+01","00:00:01"
"Intermediate","2021-03-18 18:34:24+01","2021-03-18 18:34:29+01","00:00:05"
"Active","2021-03-18 18:34:29+01","2021-03-18 18:34:30+01","00:00:01"
"Intermediate","2021-03-18 18:34:30+01","2021-03-18 18:34:32+01","00:00:02"
"Active","2021-03-18 18:34:32+01","2021-03-18 18:34:33+01","00:00:01"
"Intermediate","2021-03-18 18:34:33+01","2021-03-18 18:34:45+01","00:00:12"
"Active","2021-03-18 18:34:45+01","2021-03-18 18:34:46+01","00:00:01"
"Intermediate","2021-03-18 18:34:46+01","2021-03-18 18:34:54+01","00:00:08"
"Active","2021-03-18 18:34:54+01","2021-03-18 18:34:55+01","00:00:01"
"Intermediate","2021-03-18 18:34:55+01","2021-03-18 18:35:01+01","00:00:06"
"Active","2021-03-18 18:35:01+01","2021-03-18 18:35:02+01","00:00:01"
"Intermediate","2021-03-18 18:35:02+01","2021-03-18 18:35:15+01","00:00:13"
"Active","2021-03-18 18:35:15+01","2021-03-18 18:35:16+01","00:00:01"
"Intermediate","2021-03-18 18:35:16+01","2021-03-18 18:35:17+01","00:00:01"
"Active","2021-03-18 18:35:17+01","2021-03-18 18:35:18+01","00:00:01"
"Intermediate","2021-03-18 18:35:18+01","2021-03-18 18:35:21+01","00:00:03"
"Active","2021-03-18 18:35:21+01","2021-03-18 18:35:22+01","00:00:01"
"Intermediate","2021-03-18 18:35:22+01","2021-03-18 18:35:28+01","00:00:06"
"Active","2021-03-18 18:35:28+01","2021-03-18 18:35:29+01","00:00:01"
"Intermediate","2021-03-18 18:35:29+01","2021-03-18 18:35:33+01","00:00:04"
"Active","2021-03-18 18:35:33+01","2021-03-18 18:35:34+01","00:00:01"
"Intermediate","2021-03-18 18:35:34+01","2021-03-18 18:35:39+01","00:00:05"
"Active","2021-03-18 18:35:39+01","2021-03-18 18:35:40+01","00:00:01"
"Intermediate","2021-03-18 18:35:40+01","2021-03-18 18:35:43+01","00:00:03"
"Active","2021-03-18 18:35:43+01","2021-03-18 18:35:44+01","00:00:01"
"Intermediate","2021-03-18 18:35:44+01","2021-03-18 18:35:47+01","00:00:03"
"Active","2021-03-18 18:35:47+01","2021-03-18 18:35:48+01","00:00:01"
"Intermediate","2021-03-18 18:35:48+01","2021-03-18 18:35:50+01","00:00:02"
"Active","2021-03-18 18:35:50+01","2021-03-18 18:35:51+01","00:00:01"
"Intermediate","2021-03-18 18:35:51+01","2021-03-18 18:35:52+01","00:00:01"
"Active","2021-03-18 18:35:52+01","2021-03-18 18:35:54+01","00:00:02"
"Intermediate","2021-03-18 18:35:54+01","2021-03-18 18:36:13+01","00:00:19"
"Active","2021-03-18 18:36:13+01","2021-03-18 18:36:14+01","00:00:01"
"Intermediate","2021-03-18 18:36:14+01","2021-03-18 18:36:15+01","00:00:01"
"Active","2021-03-18 18:36:15+01","2021-03-18 18:36:18+01","00:00:03"
"Intermediate","2021-03-18 18:36:18+01","2021-03-18 18:36:23+01","00:00:05"
"Active","2021-03-18 18:36:23+01","2021-03-18 18:36:24+01","00:00:01"
"Intermediate","2021-03-18 18:36:24+01","2021-03-18 18:36:28+01","00:00:04"
"Active","2021-03-18 18:36:28+01","2021-03-18 18:36:29+01","00:00:01"
"Intermediate","2021-03-18 18:36:29+01","2021-03-18 18:36:37+01","00:00:08"
"Active","2021-03-18 18:36:37+01","2021-03-18 18:36:39+01","00:00:02"
"Intermediate","2021-03-18 18:36:39+01","2021-03-18 18:36:43+01","00:00:04"
"Active","2021-03-18 18:36:43+01","2021-03-18 18:36:44+01","00:00:01"
"Intermediate","2021-03-18 18:36:44+01","2021-03-18 18:36:45+01","00:00:01"
"Active","2021-03-18 18:36:45+01","2021-03-18 18:36:46+01","00:00:01"
"Intermediate","2021-03-18 18:36:46+01","2021-03-18 18:36:49+01","00:00:03"
"Active","2021-03-18 18:36:49+01","2021-03-18 18:36:50+01","00:00:01"
"Intermediate","2021-03-18 18:36:50+01","2021-03-18 18:36:51+01","00:00:01"
"Active","2021-03-18 18:36:51+01","2021-03-18 18:36:53+01","00:00:02"
"Intermediate","2021-03-18 18:36:53+01","2021-03-18 18:36:54+01","00:00:01"
"Active","2021-03-18 18:36:54+01","2021-03-18 18:36:56+01","00:00:02"
"Intermediate","2021-03-18 18:36:56+01","2021-03-18 18:36:58+01","00:00:02"
"Active","2021-03-18 18:36:58+01","2021-03-18 18:36:59+01","00:00:01"
"Intermediate","2021-03-18 18:36:59+01","2021-03-18 18:37:02+01","00:00:03"
"Active","2021-03-18 18:37:02+01","2021-03-18 18:37:03+01","00:00:01"
"Intermediate","2021-03-18 18:37:03+01","2021-03-18 18:37:04+01","00:00:01"
"Active","2021-03-18 18:37:04+01","2021-03-18 18:37:05+01","00:00:01"
"Intermediate","2021-03-18 18:37:05+01","2021-03-18 18:37:07+01","00:00:02"
"Active","2021-03-18 18:37:07+01","2021-03-18 18:37:08+01","00:00:01"
"Intermediate","2021-03-18 18:37:08+01","2021-03-18 18:37:09+01","00:00:01"
"Active","2021-03-18 18:37:09+01","2021-03-18 18:37:11+01","00:00:02"
"Intermediate","2021-03-18 18:37:11+01","2021-03-18 18:37:17+01","00:00:06"
"Active","2021-03-18 18:37:17+01","2021-03-18 18:37:18+01","00:00:01"
"Intermediate","2021-03-18 18:37:18+01","2021-03-18 18:37:22+01","00:00:04"
"Active","2021-03-18 18:37:22+01","2021-03-18 18:37:25+01","00:00:03"
"Intermediate","2021-03-18 18:37:25+01","2021-03-18 18:37:26+01","00:00:01"
"Active","2021-03-18 18:37:26+01","2021-03-18 18:37:27+01","00:00:01"
"Intermediate","2021-03-18 18:37:27+01","2021-03-18 18:37:33+01","00:00:06"
"Active","2021-03-18 18:37:33+01","2021-03-18 18:37:34+01","00:00:01"
"Intermediate","2021-03-18 18:37:34+01","2021-03-18 18:37:41+01","00:00:07"
"Active","2021-03-18 18:37:41+01","2021-03-18 18:37:42+01","00:00:01"
"Intermediate","2021-03-18 18:37:42+01","2021-03-18 18:37:48+01","00:00:06"
"Active","2021-03-18 18:37:48+01","2021-03-18 18:37:50+01","00:00:02"
"Intermediate","2021-03-18 18:37:50+01","2021-03-18 18:37:53+01","00:00:03"
"Active","2021-03-18 18:37:53+01","2021-03-18 18:37:54+01","00:00:01"
"Intermediate","2021-03-18 18:37:54+01","2021-03-18 18:37:55+01","00:00:01"
"Active","2021-03-18 18:37:55+01","2021-03-18 18:37:56+01","00:00:01"
"Intermediate","2021-03-18 18:37:56+01","2021-03-18 18:38:09+01","00:00:13"
"Active","2021-03-18 18:38:09+01","2021-03-18 18:38:10+01","00:00:01"
"Intermediate","2021-03-18 18:38:10+01","2021-03-18 18:38:19+01","00:00:09"
"Active","2021-03-18 18:38:19+01","2021-03-18 18:38:20+01","00:00:01"
"Intermediate","2021-03-18 18:38:20+01","2021-03-18 18:38:22+01","00:00:02"
"Active","2021-03-18 18:38:22+01","2021-03-18 18:38:24+01","00:00:02"
"Intermediate","2021-03-18 18:38:24+01","2021-03-18 18:38:26+01","00:00:02"
"Active","2021-03-18 18:38:26+01","2021-03-18 18:38:27+01","00:00:01"
"Intermediate","2021-03-18 18:38:27+01","2021-03-18 18:38:28+01","00:00:01"
"Active","2021-03-18 18:38:28+01","2021-03-18 18:38:30+01","00:00:02"
"Intermediate","2021-03-18 18:38:30+01","2021-03-18 18:38:33+01","00:00:03"
"Active","2021-03-18 18:38:33+01","2021-03-18 18:38:34+01","00:00:01"
"Intermediate","2021-03-18 18:38:34+01","2021-03-18 18:38:41+01","00:00:07"
"Active","2021-03-18 18:38:41+01","2021-03-18 18:38:42+01","00:00:01"
"Intermediate","2021-03-18 18:38:42+01","2021-03-18 18:38:46+01","00:00:04"
"Active","2021-03-18 18:38:46+01","2021-03-18 18:38:47+01","00:00:01"
"Intermediate","2021-03-18 18:38:47+01","2021-03-18 18:38:52+01","00:00:05"
"Active","2021-03-18 18:38:52+01","2021-03-18 18:38:53+01","00:00:01"
"Intermediate","2021-03-18 18:38:53+01","2021-03-18 18:38:54+01","00:00:01"
"Active","2021-03-18 18:38:54+01","2021-03-18 18:38:55+01","00:00:01"
"Intermediate","2021-03-18 18:38:55+01","2021-03-18 18:38:56+01","00:00:01"
"Active","2021-03-18 18:38:56+01","2021-03-18 18:38:57+01","00:00:01"
"Intermediate","2021-03-18 18:38:57+01","2021-03-18 18:38:58+01","00:00:01"
"Active","2021-03-18 18:38:58+01","2021-03-18 18:38:59+01","00:00:01"
"Intermediate","2021-03-18 18:38:59+01","2021-03-18 18:39:00+01","00:00:01"
"Active","2021-03-18 18:39:00+01","2021-03-18 18:39:01+01","00:00:01"
"Intermediate","2021-03-18 18:39:01+01","2021-03-18 18:39:05+01","00:00:04"
"Active","2021-03-18 18:39:05+01","2021-03-18 18:39:06+01","00:00:01"
"Intermediate","2021-03-18 18:39:06+01","2021-03-18 18:39:14+01","00:00:08"
"Active","2021-03-18 18:39:14+01","2021-03-18 18:39:15+01","00:00:01"
"Intermediate","2021-03-18 18:39:15+01","2021-03-18 18:39:18+01","00:00:03"
"Active","2021-03-18 18:39:18+01","2021-03-18 18:39:19+01","00:00:01"
"Intermediate","2021-03-18 18:39:19+01","2021-03-18 18:39:20+01","00:00:01"
"Active","2021-03-18 18:39:20+01","2021-03-18 18:39:22+01","00:00:02"
"Intermediate","2021-03-18 18:39:22+01","2021-03-18 18:39:23+01","00:00:01"
"Active","2021-03-18 18:39:23+01","2021-03-18 18:39:24+01","00:00:01"
"Intermediate","2021-03-18 18:39:24+01","2021-03-18 18:39:32+01","00:00:08"
"Active","2021-03-18 18:39:32+01","2021-03-18 18:39:36+01","00:00:04"
"Intermediate","2021-03-18 18:39:36+01","2021-03-18 18:39:37+01","00:00:01"
"Active","2021-03-18 18:39:37+01","2021-03-18 18:39:39+01","00:00:02"
"Intermediate","2021-03-18 18:39:39+01","2021-03-18 18:39:40+01","00:00:01"
"Active","2021-03-18 18:39:40+01","2021-03-18 18:39:42+01","00:00:02"
"Intermediate","2021-03-18 18:39:42+01","2021-03-18 18:39:43+01","00:00:01"
"Active","2021-03-18 18:39:43+01","2021-03-18 18:39:45+01","00:00:02"
"Intermediate","2021-03-18 18:39:45+01","2021-03-18 18:39:54+01","00:00:09"
"Active","2021-03-18 18:39:54+01","2021-03-18 18:39:57+01","00:00:03"
"Intermediate","2021-03-18 18:39:57+01","2021-03-18 18:39:58+01","00:00:01"
"Active","2021-03-18 18:39:58+01","2021-03-18 18:39:59+01","00:00:01"
"Intermediate","2021-03-18 18:39:59+01","2021-03-18 18:40:04+01","00:00:05"
"Active","2021-03-18 18:40:04+01","2021-03-18 18:40:05+01","00:00:01"
"Intermediate","2021-03-18 18:40:05+01","2021-03-18 18:40:06+01","00:00:01"
"Active","2021-03-18 18:40:06+01","2021-03-18 18:40:07+01","00:00:01"
"Intermediate","2021-03-18 18:40:07+01","2021-03-18 18:40:08+01","00:00:01"
"Active","2021-03-18 18:40:08+01","2021-03-18 18:40:11+01","00:00:03"
"Intermediate","2021-03-18 18:40:11+01","2021-03-18 18:40:12+01","00:00:01"
"Active","2021-03-18 18:40:12+01","2021-03-18 18:40:15+01","00:00:03"
"Intermediate","2021-03-18 18:40:15+01","2021-03-18 18:40:17+01","00:00:02"
"Active","2021-03-18 18:40:17+01","2021-03-18 18:40:18+01","00:00:01"
"Intermediate","2021-03-18 18:40:18+01","2021-03-18 18:40:21+01","00:00:03"
"Active","2021-03-18 18:40:21+01","2021-03-18 18:40:22+01","00:00:01"
"Intermediate","2021-03-18 18:40:22+01","2021-03-18 18:40:24+01","00:00:02"
"Active","2021-03-18 18:40:24+01","2021-03-18 18:40:27+01","00:00:03"
"Intermediate","2021-03-18 18:40:27+01","2021-03-18 18:40:29+01","00:00:02"
"Active","2021-03-18 18:40:29+01","2021-03-18 18:40:31+01","00:00:02"
"Intermediate","2021-03-18 18:40:31+01","2021-03-18 18:40:33+01","00:00:02"
"Active","2021-03-18 18:40:33+01","2021-03-18 18:40:34+01","00:00:01"
"Intermediate","2021-03-18 18:40:34+01","2021-03-18 18:40:39+01","00:00:05"
"Active","2021-03-18 18:40:39+01","2021-03-18 18:40:41+01","00:00:02"
"Intermediate","2021-03-18 18:40:41+01","2021-03-18 18:40:44+01","00:00:03"
"Active","2021-03-18 18:40:44+01","2021-03-18 18:40:45+01","00:00:01"
"Intermediate","2021-03-18 18:40:45+01","2021-03-18 18:40:51+01","00:00:06"
"Active","2021-03-18 18:40:51+01","2021-03-18 18:40:52+01","00:00:01"
"Intermediate","2021-03-18 18:40:52+01","2021-03-18 18:40:57+01","00:00:05"
"Active","2021-03-18 18:40:57+01","2021-03-18 18:40:58+01","00:00:01"
"Intermediate","2021-03-18 18:40:58+01","2021-03-18 18:41:01+01","00:00:03"
"Active","2021-03-18 18:41:01+01","2021-03-18 18:41:03+01","00:00:02"
"Intermediate","2021-03-18 18:41:03+01","2021-03-18 18:41:14+01","00:00:11"
"Active","2021-03-18 18:41:14+01","2021-03-18 18:41:16+01","00:00:02"
"Intermediate","2021-03-18 18:41:16+01","2021-03-18 18:41:28+01","00:00:12"
"Active","2021-03-18 18:41:28+01","2021-03-18 18:41:29+01","00:00:01"
"Intermediate","2021-03-18 18:41:29+01","2021-03-18 18:41:30+01","00:00:01"
"Active","2021-03-18 18:41:30+01","2021-03-18 18:41:31+01","00:00:01"
"Intermediate","2021-03-18 18:41:31+01","2021-03-18 18:41:36+01","00:00:05"
"Active","2021-03-18 18:41:36+01","2021-03-18 18:41:37+01","00:00:01"
"Intermediate","2021-03-18 18:41:37+01","2021-03-18 18:41:49+01","00:00:12"
"Active","2021-03-18 18:41:49+01","2021-03-18 18:41:50+01","00:00:01"
"Intermediate","2021-03-18 18:41:50+01","2021-03-18 18:41:51+01","00:00:01"
"Active","2021-03-18 18:41:51+01","2021-03-18 18:41:53+01","00:00:02"
"Intermediate","2021-03-18 18:41:53+01","2021-03-18 18:41:58+01","00:00:05"
"Active","2021-03-18 18:41:58+01","2021-03-18 18:41:59+01","00:00:01"
"Intermediate","2021-03-18 18:41:59+01","2021-03-18 18:42:00+01","00:00:01"
"Active","2021-03-18 18:42:00+01","2021-03-18 18:42:02+01","00:00:02"
"Intermediate","2021-03-18 18:42:02+01","2021-03-18 18:42:05+01","00:00:03"
"Active","2021-03-18 18:42:05+01","2021-03-18 18:42:06+01","00:00:01"
"Intermediate","2021-03-18 18:42:06+01","2021-03-18 18:42:07+01","00:00:01"
"Active","2021-03-18 18:42:07+01","2021-03-18 18:42:08+01","00:00:01"
"Intermediate","2021-03-18 18:42:08+01","2021-03-18 18:42:09+01","00:00:01"
"Active","2021-03-18 18:42:09+01","2021-03-18 18:42:11+01","00:00:02"
"Intermediate","2021-03-18 18:42:11+01","2021-03-18 18:42:14+01","00:00:03"
"Active","2021-03-18 18:42:14+01","2021-03-18 18:42:15+01","00:00:01"
"Intermediate","2021-03-18 18:42:15+01","2021-03-18 18:42:17+01","00:00:02"
"Active","2021-03-18 18:42:17+01","2021-03-18 18:42:18+01","00:00:01"
"Intermediate","2021-03-18 18:42:18+01","2021-03-18 18:42:19+01","00:00:01"
"Active","2021-03-18 18:42:19+01","2021-03-18 18:42:20+01","00:00:01"
"Intermediate","2021-03-18 18:42:20+01","2021-03-18 18:42:21+01","00:00:01"
"Active","2021-03-18 18:42:21+01","2021-03-18 18:42:23+01","00:00:02"
"Intermediate","2021-03-18 18:42:23+01","2021-03-18 18:42:25+01","00:00:02"
"Active","2021-03-18 18:42:25+01","2021-03-18 18:42:26+01","00:00:01"
"Intermediate","2021-03-18 18:42:26+01","2021-03-18 18:42:31+01","00:00:05"
"Active","2021-03-18 18:42:31+01","2021-03-18 18:42:32+01","00:00:01"
"Intermediate","2021-03-18 18:42:32+01","2021-03-18 18:42:36+01","00:00:04"
"Active","2021-03-18 18:42:36+01","2021-03-18 18:42:39+01","00:00:03"
"Intermediate","2021-03-18 18:42:39+01","2021-03-18 18:42:40+01","00:00:01"
"Active","2021-03-18 18:42:40+01","2021-03-18 18:42:41+01","00:00:01"
"Intermediate","2021-03-18 18:42:41+01","2021-03-18 18:42:44+01","00:00:03"
"Active","2021-03-18 18:42:44+01","2021-03-18 18:42:46+01","00:00:02"
"Intermediate","2021-03-18 18:42:46+01","2021-03-18 18:42:47+01","00:00:01"
"Active","2021-03-18 18:42:47+01","2021-03-18 18:42:48+01","00:00:01"
"Intermediate","2021-03-18 18:42:48+01","2021-03-18 18:42:49+01","00:00:01"
"Active","2021-03-18 18:42:49+01","2021-03-18 18:42:52+01","00:00:03"
"Intermediate","2021-03-18 18:42:52+01","2021-03-18 18:42:55+01","00:00:03"
"Active","2021-03-18 18:42:55+01","2021-03-18 18:42:57+01","00:00:02"
"Intermediate","2021-03-18 18:42:57+01","2021-03-18 18:43:03+01","00:00:06"
"Active","2021-03-18 18:43:03+01","2021-03-18 18:43:04+01","00:00:01"
"Intermediate","2021-03-18 18:43:04+01","2021-03-18 18:43:06+01","00:00:02"
"Active","2021-03-18 18:43:06+01","2021-03-18 18:43:08+01","00:00:02"
"Intermediate","2021-03-18 18:43:08+01","2021-03-18 18:43:16+01","00:00:08"
"Active","2021-03-18 18:43:16+01","2021-03-18 18:43:18+01","00:00:02"
"Intermediate","2021-03-18 18:43:18+01","2021-03-18 18:43:21+01","00:00:03"
"Active","2021-03-18 18:43:21+01","2021-03-18 18:43:22+01","00:00:01"
"Intermediate","2021-03-18 18:43:22+01","2021-03-18 18:43:24+01","00:00:02"
"Active","2021-03-18 18:43:24+01","2021-03-18 18:43:26+01","00:00:02"
"Intermediate","2021-03-18 18:43:26+01","2021-03-18 18:43:27+01","00:00:01"
"Active","2021-03-18 18:43:27+01","2021-03-18 18:43:30+01","00:00:03"
"Intermediate","2021-03-18 18:43:30+01","2021-03-18 18:43:42+01","00:00:12"
"Active","2021-03-18 18:43:42+01","2021-03-18 18:43:45+01","00:00:03"
"Intermediate","2021-03-18 18:43:45+01","2021-03-18 18:43:46+01","00:00:01"
"Active","2021-03-18 18:43:46+01","2021-03-18 18:43:47+01","00:00:01"
"Intermediate","2021-03-18 18:43:47+01","2021-03-18 18:43:50+01","00:00:03"
"Active","2021-03-18 18:43:50+01","2021-03-18 18:43:51+01","00:00:01"
"Intermediate","2021-03-18 18:43:51+01","2021-03-18 18:43:55+01","00:00:04"
"Active","2021-03-18 18:43:55+01","2021-03-18 18:43:56+01","00:00:01"
"Intermediate","2021-03-18 18:43:56+01","2021-03-18 18:43:59+01","00:00:03"
"Active","2021-03-18 18:43:59+01","2021-03-18 18:44:00+01","00:00:01"
"Intermediate","2021-03-18 18:44:00+01","2021-03-18 18:44:04+01","00:00:04"
"Active","2021-03-18 18:44:04+01","2021-03-18 18:44:05+01","00:00:01"
"Intermediate","2021-03-18 18:44:05+01","2021-03-18 18:44:07+01","00:00:02"
"Active","2021-03-18 18:44:07+01","2021-03-18 18:44:09+01","00:00:02"
"Intermediate","2021-03-18 18:44:09+01","2021-03-18 18:44:13+01","00:00:04"
"Active","2021-03-18 18:44:13+01","2021-03-18 18:44:14+01","00:00:01"
"Intermediate","2021-03-18 18:44:14+01","2021-03-18 18:44:16+01","00:00:02"
"Active","2021-03-18 18:44:16+01","2021-03-18 18:44:17+01","00:00:01"
"Intermediate","2021-03-18 18:44:17+01","2021-03-18 18:44:20+01","00:00:03"
"Active","2021-03-18 18:44:20+01","2021-03-18 18:44:22+01","00:00:02"
"Intermediate","2021-03-18 18:44:22+01","2021-03-18 18:44:25+01","00:00:03"
"Active","2021-03-18 18:44:25+01","2021-03-18 18:44:26+01","00:00:01"
"Intermediate","2021-03-18 18:44:26+01","2021-03-18 18:44:29+01","00:00:03"
"Active","2021-03-18 18:44:29+01","2021-03-18 18:44:30+01","00:00:01"
"Intermediate","2021-03-18 18:44:30+01","2021-03-18 18:44:34+01","00:00:04"
"Active","2021-03-18 18:44:34+01","2021-03-18 18:44:35+01","00:00:01"
"Intermediate","2021-03-18 18:44:35+01","2021-03-18 18:44:37+01","00:00:02"
"Active","2021-03-18 18:44:37+01","2021-03-18 18:44:38+01","00:00:01"
"Intermediate","2021-03-18 18:44:38+01","2021-03-18 18:44:41+01","00:00:03"
"Active","2021-03-18 18:44:41+01","2021-03-18 18:44:42+01","00:00:01"
"Intermediate","2021-03-18 18:44:42+01","2021-03-18 18:44:51+01","00:00:09"
"Active","2021-03-18 18:44:51+01","2021-03-18 18:44:57+01","00:00:06"
"Intermediate","2021-03-18 18:44:57+01","2021-03-18 18:44:59+01","00:00:02"
"Active","2021-03-18 18:44:59+01","2021-03-18 18:45:00+01","00:00:01"
"Intermediate","2021-03-18 18:45:00+01","2021-03-18 18:45:12+01","00:00:12"
"Active","2021-03-18 18:45:12+01","2021-03-18 18:45:14+01","00:00:02"
"Intermediate","2021-03-18 18:45:14+01","2021-03-18 18:45:17+01","00:00:03"
"Active","2021-03-18 18:45:17+01","2021-03-18 18:45:18+01","00:00:01"
"Intermediate","2021-03-18 18:45:18+01","2021-03-18 18:45:19+01","00:00:01"
"Active","2021-03-18 18:45:19+01","2021-03-18 18:45:20+01","00:00:01"
"Intermediate","2021-03-18 18:45:20+01","2021-03-18 18:45:27+01","00:00:07"
"Active","2021-03-18 18:45:27+01","2021-03-18 18:45:29+01","00:00:02"
"Intermediate","2021-03-18 18:45:29+01","2021-03-18 18:45:33+01","00:00:04"
"Active","2021-03-18 18:45:33+01","2021-03-18 18:45:34+01","00:00:01"
"Intermediate","2021-03-18 18:45:34+01","2021-03-18 18:45:42+01","00:00:08"
"Active","2021-03-18 18:45:42+01","2021-03-18 18:45:47+01","00:00:05"
"Intermediate","2021-03-18 18:45:47+01","2021-03-18 18:45:52+01","00:00:05"
"Active","2021-03-18 18:45:52+01","2021-03-18 18:45:54+01","00:00:02"
"Intermediate","2021-03-18 18:45:54+01","2021-03-18 18:45:56+01","00:00:02"
"Active","2021-03-18 18:45:56+01","2021-03-18 18:46:01+01","00:00:05"
"Intermediate","2021-03-18 18:46:01+01","2021-03-18 18:46:02+01","00:00:01"
