"state","period_start","period_end","duration"
"Active","2021-03-18 18:46:02+01","2021-03-18 18:46:04+01","00:00:02"
"Intermediate","2021-03-18 18:46:04+01","2021-03-18 18:46:05+01","00:00:01"
"Active","2021-03-18 18:46:05+01","2021-03-18 18:46:08+01","00:00:03"
"Intermediate","2021-03-18 18:46:08+01","2021-03-18 18:46:09+01","00:00:01"
"Active","2021-03-18 18:46:09+01","2021-03-18 18:46:10+01","00:00:01"
"Intermediate","2021-03-18 18:46:10+01","2021-03-18 18:46:13+01","00:00:03"
"Active","2021-03-18 18:46:13+01","2021-03-18 18:46:14+01","00:00:01"
"Intermediate","2021-03-18 18:46:14+01","2021-03-18 18:46:24+01","00:00:10"
"Active","2021-03-18 18:46:24+01","2021-03-18 18:46:25+01","00:00:01"
"Intermediate","2021-03-18 18:46:25+01","2021-03-18 18:46:26+01","00:00:01"
"Active","2021-03-18 18:46:26+01","2021-03-18 18:46:27+01","00:00:01"
"Intermediate","2021-03-18 18:46:27+01","2021-03-18 18:46:30+01","00:00:03"
"Active","2021-03-18 18:46:30+01","2021-03-18 18:46:31+01","00:00:01"
"Intermediate","2021-03-18 18:46:31+01","2021-03-18 18:46:32+01","00:00:01"
"Active","2021-03-18 18:46:32+01","2021-03-18 18:46:33+01","00:00:01"
"Intermediate","2021-03-18 18:46:33+01","2021-03-18 18:46:34+01","00:00:01"
"Active","2021-03-18 18:46:34+01","2021-03-18 18:46:35+01","00:00:01"
"Intermediate","2021-03-18 18:46:35+01","2021-03-18 18:46:37+01","00:00:02"
"Active","2021-03-18 18:46:37+01","2021-03-18 18:46:38+01","00:00:01"
"Intermediate","2021-03-18 18:46:38+01","2021-03-18 18:46:39+01","00:00:01"
"Active","2021-03-18 18:46:39+01","2021-03-18 18:46:40+01","00:00:01"
"Intermediate","2021-03-18 18:46:40+01","2021-03-18 18:46:43+01","00:00:03"
"Active","2021-03-18 18:46:43+01","2021-03-18 18:46:45+01","00:00:02"
"Intermediate","2021-03-18 18:46:45+01","2021-03-18 18:46:46+01","00:00:01"
"Active","2021-03-18 18:46:46+01","2021-03-18 18:46:47+01","00:00:01"
"Intermediate","2021-03-18 18:46:47+01","2021-03-18 18:46:48+01","00:00:01"
"Active","2021-03-18 18:46:48+01","2021-03-18 18:46:52+01","00:00:04"
"Intermediate","2021-03-18 18:46:52+01","2021-03-18 18:46:53+01","00:00:01"
"Active","2021-03-18 18:46:53+01","2021-03-18 18:46:55+01","00:00:02"
"Intermediate","2021-03-18 18:46:55+01","2021-03-18 18:46:57+01","00:00:02"
"Active","2021-03-18 18:46:57+01","2021-03-18 18:47:00+01","00:00:03"
"Intermediate","2021-03-18 18:47:00+01","2021-03-18 18:47:06+01","00:00:06"
"Active","2021-03-18 18:47:06+01","2021-03-18 18:47:07+01","00:00:01"
"Intermediate","2021-03-18 18:47:07+01","2021-03-18 18:47:17+01","00:00:10"
"Active","2021-03-18 18:47:17+01","2021-03-18 18:47:18+01","00:00:01"
"Intermediate","2021-03-18 18:47:18+01","2021-03-18 18:47:19+01","00:00:01"
"Active","2021-03-18 18:47:19+01","2021-03-18 18:47:20+01","00:00:01"
"Intermediate","2021-03-18 18:47:20+01","2021-03-18 18:47:23+01","00:00:03"
"Active","2021-03-18 18:47:23+01","2021-03-18 18:47:24+01","00:00:01"
"Intermediate","2021-03-18 18:47:24+01","2021-03-18 18:47:28+01","00:00:04"
"Active","2021-03-18 18:47:28+01","2021-03-18 18:47:29+01","00:00:01"
"Intermediate","2021-03-18 18:47:29+01","2021-03-18 18:47:30+01","00:00:01"
"Active","2021-03-18 18:47:30+01","2021-03-18 18:47:31+01","00:00:01"
"Intermediate","2021-03-18 18:47:31+01","2021-03-18 18:47:36+01","00:00:05"
"Active","2021-03-18 18:47:36+01","2021-03-18 18:47:39+01","00:00:03"
"Intermediate","2021-03-18 18:47:39+01","2021-03-18 18:47:42+01","00:00:03"
"Active","2021-03-18 18:47:42+01","2021-03-18 18:47:43+01","00:00:01"
"Intermediate","2021-03-18 18:47:43+01","2021-03-18 18:47:44+01","00:00:01"
"Active","2021-03-18 18:47:44+01","2021-03-18 18:47:46+01","00:00:02"
"Intermediate","2021-03-18 18:47:46+01","2021-03-18 18:47:48+01","00:00:02"
"Active","2021-03-18 18:47:48+01","2021-03-18 18:47:50+01","00:00:02"
"Intermediate","2021-03-18 18:47:50+01","2021-03-18 18:47:56+01","00:00:06"
"Active","2021-03-18 18:47:56+01","2021-03-18 18:47:58+01","00:00:02"
"Intermediate","2021-03-18 18:47:58+01","2021-03-18 18:48:10+01","00:00:12"
"Active","2021-03-18 18:48:10+01","2021-03-18 18:48:11+01","00:00:01"
"Intermediate","2021-03-18 18:48:11+01","2021-03-18 18:48:15+01","00:00:04"
"Active","2021-03-18 18:48:15+01","2021-03-18 18:48:16+01","00:00:01"
"Intermediate","2021-03-18 18:48:16+01","2021-03-18 18:48:22+01","00:00:06"
"Active","2021-03-18 18:48:22+01","2021-03-18 18:48:23+01","00:00:01"
"Intermediate","2021-03-18 18:48:23+01","2021-03-18 18:48:24+01","00:00:01"
"Active","2021-03-18 18:48:24+01","2021-03-18 18:48:25+01","00:00:01"
"Intermediate","2021-03-18 18:48:25+01","2021-03-18 18:48:27+01","00:00:02"
"Active","2021-03-18 18:48:27+01","2021-03-18 18:48:28+01","00:00:01"
"Intermediate","2021-03-18 18:48:28+01","2021-03-18 18:48:39+01","00:00:11"
"Active","2021-03-18 18:48:39+01","2021-03-18 18:48:40+01","00:00:01"
"Intermediate","2021-03-18 18:48:40+01","2021-03-18 18:48:42+01","00:00:02"
"Active","2021-03-18 18:48:42+01","2021-03-18 18:48:46+01","00:00:04"
"Intermediate","2021-03-18 18:48:46+01","2021-03-18 18:48:48+01","00:00:02"
"Active","2021-03-18 18:48:48+01","2021-03-18 18:48:50+01","00:00:02"
"Intermediate","2021-03-18 18:48:50+01","2021-03-18 18:48:56+01","00:00:06"
"Active","2021-03-18 18:48:56+01","2021-03-18 18:48:57+01","00:00:01"
"Intermediate","2021-03-18 18:48:57+01","2021-03-18 18:49:01+01","00:00:04"
"Active","2021-03-18 18:49:01+01","2021-03-18 18:49:03+01","00:00:02"
"Intermediate","2021-03-18 18:49:03+01","2021-03-18 18:49:04+01","00:00:01"
"Active","2021-03-18 18:49:04+01","2021-03-18 18:49:05+01","00:00:01"
"Intermediate","2021-03-18 18:49:05+01","2021-03-18 18:49:07+01","00:00:02"
"Active","2021-03-18 18:49:07+01","2021-03-18 18:49:08+01","00:00:01"
"Intermediate","2021-03-18 18:49:08+01","2021-03-18 18:49:19+01","00:00:11"
"Active","2021-03-18 18:49:19+01","2021-03-18 18:49:20+01","00:00:01"
"Intermediate","2021-03-18 18:49:20+01","2021-03-18 18:49:21+01","00:00:01"
"Active","2021-03-18 18:49:21+01","2021-03-18 18:49:22+01","00:00:01"
"Intermediate","2021-03-18 18:49:22+01","2021-03-18 18:49:23+01","00:00:01"
"Active","2021-03-18 18:49:23+01","2021-03-18 18:49:24+01","00:00:01"
"Intermediate","2021-03-18 18:49:24+01","2021-03-18 18:49:28+01","00:00:04"
"Active","2021-03-18 18:49:28+01","2021-03-18 18:49:31+01","00:00:03"
"Intermediate","2021-03-18 18:49:31+01","2021-03-18 18:49:33+01","00:00:02"
"Active","2021-03-18 18:49:33+01","2021-03-18 18:49:35+01","00:00:02"
"Intermediate","2021-03-18 18:49:35+01","2021-03-18 18:49:48+01","00:00:13"
"Active","2021-03-18 18:49:48+01","2021-03-18 18:49:49+01","00:00:01"
"Intermediate","2021-03-18 18:49:49+01","2021-03-18 18:49:56+01","00:00:07"
"Active","2021-03-18 18:49:56+01","2021-03-18 18:49:57+01","00:00:01"
"Intermediate","2021-03-18 18:49:57+01","2021-03-18 18:49:58+01","00:00:01"
"Active","2021-03-18 18:49:58+01","2021-03-18 18:49:59+01","00:00:01"
"Intermediate","2021-03-18 18:49:59+01","2021-03-18 18:50:00+01","00:00:01"
"Active","2021-03-18 18:50:00+01","2021-03-18 18:50:01+01","00:00:01"
"Intermediate","2021-03-18 18:50:01+01","2021-03-18 18:50:03+01","00:00:02"
"Active","2021-03-18 18:50:03+01","2021-03-18 18:50:05+01","00:00:02"
"Intermediate","2021-03-18 18:50:05+01","2021-03-18 18:50:08+01","00:00:03"
"Active","2021-03-18 18:50:08+01","2021-03-18 18:50:09+01","00:00:01"
"Intermediate","2021-03-18 18:50:09+01","2021-03-18 18:50:14+01","00:00:05"
"Active","2021-03-18 18:50:14+01","2021-03-18 18:50:15+01","00:00:01"
"Intermediate","2021-03-18 18:50:15+01","2021-03-18 18:50:18+01","00:00:03"
"Active","2021-03-18 18:50:18+01","2021-03-18 18:50:20+01","00:00:02"
"Intermediate","2021-03-18 18:50:20+01","2021-03-18 18:50:24+01","00:00:04"
"Active","2021-03-18 18:50:24+01","2021-03-18 18:50:26+01","00:00:02"
"Intermediate","2021-03-18 18:50:26+01","2021-03-18 18:50:33+01","00:00:07"
"Active","2021-03-18 18:50:33+01","2021-03-18 18:50:34+01","00:00:01"
"Intermediate","2021-03-18 18:50:34+01","2021-03-18 18:50:35+01","00:00:01"
"Active","2021-03-18 18:50:35+01","2021-03-18 18:50:36+01","00:00:01"
"Intermediate","2021-03-18 18:50:36+01","2021-03-18 18:50:37+01","00:00:01"
"Active","2021-03-18 18:50:37+01","2021-03-18 18:50:38+01","00:00:01"
"Intermediate","2021-03-18 18:50:38+01","2021-03-18 18:50:41+01","00:00:03"
"Active","2021-03-18 18:50:41+01","2021-03-18 18:50:42+01","00:00:01"
"Intermediate","2021-03-18 18:50:42+01","2021-03-18 18:50:44+01","00:00:02"
"Active","2021-03-18 18:50:44+01","2021-03-18 18:50:46+01","00:00:02"
"Intermediate","2021-03-18 18:50:46+01","2021-03-18 18:50:51+01","00:00:05"
"Active","2021-03-18 18:50:51+01","2021-03-18 18:50:57+01","00:00:06"
"Intermediate","2021-03-18 18:50:57+01","2021-03-18 18:51:04+01","00:00:07"
"Active","2021-03-18 18:51:04+01","2021-03-18 18:51:05+01","00:00:01"
"Intermediate","2021-03-18 18:51:05+01","2021-03-18 18:51:09+01","00:00:04"
"Active","2021-03-18 18:51:09+01","2021-03-18 18:51:11+01","00:00:02"
"Intermediate","2021-03-18 18:51:11+01","2021-03-18 18:51:15+01","00:00:04"
"Active","2021-03-18 18:51:15+01","2021-03-18 18:51:17+01","00:00:02"
"Intermediate","2021-03-18 18:51:17+01","2021-03-18 18:51:24+01","00:00:07"
"Active","2021-03-18 18:51:24+01","2021-03-18 18:51:26+01","00:00:02"
"Intermediate","2021-03-18 18:51:26+01","2021-03-18 18:51:29+01","00:00:03"
"Active","2021-03-18 18:51:29+01","2021-03-18 18:51:30+01","00:00:01"
"Intermediate","2021-03-18 18:51:30+01","2021-03-18 18:51:31+01","00:00:01"
"Active","2021-03-18 18:51:31+01","2021-03-18 18:51:33+01","00:00:02"
"Intermediate","2021-03-18 18:51:33+01","2021-03-18 18:51:40+01","00:00:07"
"Active","2021-03-18 18:51:40+01","2021-03-18 18:51:41+01","00:00:01"
"Intermediate","2021-03-18 18:51:41+01","2021-03-18 18:51:45+01","00:00:04"
"Active","2021-03-18 18:51:45+01","2021-03-18 18:51:46+01","00:00:01"
"Intermediate","2021-03-18 18:51:46+01","2021-03-18 18:51:55+01","00:00:09"
"Active","2021-03-18 18:51:55+01","2021-03-18 18:51:56+01","00:00:01"
"Intermediate","2021-03-18 18:51:56+01","2021-03-18 18:52:01+01","00:00:05"
"Active","2021-03-18 18:52:01+01","2021-03-18 18:52:02+01","00:00:01"
"Intermediate","2021-03-18 18:52:02+01","2021-03-18 18:52:03+01","00:00:01"
"Active","2021-03-18 18:52:03+01","2021-03-18 18:52:04+01","00:00:01"
"Intermediate","2021-03-18 18:52:04+01","2021-03-18 18:52:05+01","00:00:01"
"Active","2021-03-18 18:52:05+01","2021-03-18 18:52:07+01","00:00:02"
"Intermediate","2021-03-18 18:52:07+01","2021-03-18 18:52:15+01","00:00:08"
"Active","2021-03-18 18:52:15+01","2021-03-18 18:52:18+01","00:00:03"
"Intermediate","2021-03-18 18:52:18+01","2021-03-18 18:52:21+01","00:00:03"
"Active","2021-03-18 18:52:21+01","2021-03-18 18:52:23+01","00:00:02"
"Intermediate","2021-03-18 18:52:23+01","2021-03-18 18:52:26+01","00:00:03"
"Active","2021-03-18 18:52:26+01","2021-03-18 18:52:27+01","00:00:01"
"Intermediate","2021-03-18 18:52:27+01","2021-03-18 18:52:28+01","00:00:01"
"Active","2021-03-18 18:52:28+01","2021-03-18 18:52:29+01","00:00:01"
"Intermediate","2021-03-18 18:52:29+01","2021-03-18 18:52:30+01","00:00:01"
"Active","2021-03-18 18:52:30+01","2021-03-18 18:52:31+01","00:00:01"
"Intermediate","2021-03-18 18:52:31+01","2021-03-18 18:52:46+01","00:00:15"
"Active","2021-03-18 18:52:46+01","2021-03-18 18:52:48+01","00:00:02"
"Intermediate","2021-03-18 18:52:48+01","2021-03-18 18:52:52+01","00:00:04"
"Active","2021-03-18 18:52:52+01","2021-03-18 18:52:53+01","00:00:01"
"Intermediate","2021-03-18 18:52:53+01","2021-03-18 18:52:56+01","00:00:03"
"Active","2021-03-18 18:52:56+01","2021-03-18 18:52:57+01","00:00:01"
"Intermediate","2021-03-18 18:52:57+01","2021-03-18 18:52:59+01","00:00:02"
"Active","2021-03-18 18:52:59+01","2021-03-18 18:53:01+01","00:00:02"
"Intermediate","2021-03-18 18:53:01+01","2021-03-18 18:53:06+01","00:00:05"
"Active","2021-03-18 18:53:06+01","2021-03-18 18:53:07+01","00:00:01"
"Intermediate","2021-03-18 18:53:07+01","2021-03-18 18:53:09+01","00:00:02"
"Active","2021-03-18 18:53:09+01","2021-03-18 18:53:12+01","00:00:03"
"Intermediate","2021-03-18 18:53:12+01","2021-03-18 18:53:21+01","00:00:09"
"Active","2021-03-18 18:53:21+01","2021-03-18 18:53:22+01","00:00:01"
"Intermediate","2021-03-18 18:53:22+01","2021-03-18 18:53:26+01","00:00:04"
"Active","2021-03-18 18:53:26+01","2021-03-18 18:53:27+01","00:00:01"
"Intermediate","2021-03-18 18:53:27+01","2021-03-18 18:53:33+01","00:00:06"
"Active","2021-03-18 18:53:33+01","2021-03-18 18:53:35+01","00:00:02"
"Intermediate","2021-03-18 18:53:35+01","2021-03-18 18:53:40+01","00:00:05"
"Active","2021-03-18 18:53:40+01","2021-03-18 18:53:42+01","00:00:02"
"Intermediate","2021-03-18 18:53:42+01","2021-03-18 18:53:46+01","00:00:04"
"Active","2021-03-18 18:53:46+01","2021-03-18 18:53:48+01","00:00:02"
"Intermediate","2021-03-18 18:53:48+01","2021-03-18 18:54:02+01","00:00:14"
"Active","2021-03-18 18:54:02+01","2021-03-18 18:54:03+01","00:00:01"
"Intermediate","2021-03-18 18:54:03+01","2021-03-18 18:54:06+01","00:00:03"
"Active","2021-03-18 18:54:06+01","2021-03-18 18:54:07+01","00:00:01"
"Intermediate","2021-03-18 18:54:07+01","2021-03-18 18:54:13+01","00:00:06"
"Active","2021-03-18 18:54:13+01","2021-03-18 18:54:14+01","00:00:01"
"Intermediate","2021-03-18 18:54:14+01","2021-03-18 18:54:23+01","00:00:09"
"Active","2021-03-18 18:54:23+01","2021-03-18 18:54:25+01","00:00:02"
"Intermediate","2021-03-18 18:54:25+01","2021-03-18 18:54:26+01","00:00:01"
"Active","2021-03-18 18:54:26+01","2021-03-18 18:54:27+01","00:00:01"
"Intermediate","2021-03-18 18:54:27+01","2021-03-18 18:54:44+01","00:00:17"
"Active","2021-03-18 18:54:44+01","2021-03-18 18:54:45+01","00:00:01"
"Intermediate","2021-03-18 18:54:45+01","2021-03-18 18:54:47+01","00:00:02"
"Active","2021-03-18 18:54:47+01","2021-03-18 18:54:48+01","00:00:01"
"Intermediate","2021-03-18 18:54:48+01","2021-03-18 18:54:56+01","00:00:08"
"Active","2021-03-18 18:54:56+01","2021-03-18 18:54:57+01","00:00:01"
"Intermediate","2021-03-18 18:54:57+01","2021-03-18 18:55:01+01","00:00:04"
"Active","2021-03-18 18:55:01+01","2021-03-18 18:55:03+01","00:00:02"
"Intermediate","2021-03-18 18:55:03+01","2021-03-18 18:55:04+01","00:00:01"
"Active","2021-03-18 18:55:04+01","2021-03-18 18:55:06+01","00:00:02"
"Intermediate","2021-03-18 18:55:06+01","2021-03-18 18:55:11+01","00:00:05"
"Active","2021-03-18 18:55:11+01","2021-03-18 18:55:12+01","00:00:01"
"Intermediate","2021-03-18 18:55:12+01","2021-03-18 18:55:16+01","00:00:04"
"Active","2021-03-18 18:55:16+01","2021-03-18 18:55:17+01","00:00:01"
"Intermediate","2021-03-18 18:55:17+01","2021-03-18 18:55:19+01","00:00:02"
"Active","2021-03-18 18:55:19+01","2021-03-18 18:55:21+01","00:00:02"
"Intermediate","2021-03-18 18:55:21+01","2021-03-18 18:55:25+01","00:00:04"
"Active","2021-03-18 18:55:25+01","2021-03-18 18:55:26+01","00:00:01"
"Intermediate","2021-03-18 18:55:26+01","2021-03-18 18:55:30+01","00:00:04"
"Active","2021-03-18 18:55:30+01","2021-03-18 18:55:34+01","00:00:04"
"Intermediate","2021-03-18 18:55:34+01","2021-03-18 18:55:38+01","00:00:04"
"Active","2021-03-18 18:55:38+01","2021-03-18 18:55:40+01","00:00:02"
"Intermediate","2021-03-18 18:55:40+01","2021-03-18 18:55:41+01","00:00:01"
"Active","2021-03-18 18:55:41+01","2021-03-18 18:55:46+01","00:00:05"
"Intermediate","2021-03-18 18:55:46+01","2021-03-18 18:55:48+01","00:00:02"
"Active","2021-03-18 18:55:48+01","2021-03-18 18:55:49+01","00:00:01"
"Intermediate","2021-03-18 18:55:49+01","2021-03-18 18:55:50+01","00:00:01"
"Active","2021-03-18 18:55:50+01","2021-03-18 18:55:51+01","00:00:01"
"Intermediate","2021-03-18 18:55:51+01","2021-03-18 18:55:56+01","00:00:05"
"Active","2021-03-18 18:55:56+01","2021-03-18 18:55:57+01","00:00:01"
"Intermediate","2021-03-18 18:55:57+01","2021-03-18 18:56:03+01","00:00:06"
"Active","2021-03-18 18:56:03+01","2021-03-18 18:56:04+01","00:00:01"
"Intermediate","2021-03-18 18:56:04+01","2021-03-18 18:56:07+01","00:00:03"
"Active","2021-03-18 18:56:07+01","2021-03-18 18:56:08+01","00:00:01"
"Intermediate","2021-03-18 18:56:08+01","2021-03-18 18:56:13+01","00:00:05"
"Active","2021-03-18 18:56:13+01","2021-03-18 18:56:18+01","00:00:05"
"Intermediate","2021-03-18 18:56:18+01","2021-03-18 18:56:26+01","00:00:08"
"Active","2021-03-18 18:56:26+01","2021-03-18 18:56:27+01","00:00:01"
"Intermediate","2021-03-18 18:56:27+01","2021-03-18 18:56:32+01","00:00:05"
"Active","2021-03-18 18:56:32+01","2021-03-18 18:56:33+01","00:00:01"
"Intermediate","2021-03-18 18:56:33+01","2021-03-18 18:56:36+01","00:00:03"
"Active","2021-03-18 18:56:36+01","2021-03-18 18:56:37+01","00:00:01"
"Intermediate","2021-03-18 18:56:37+01","2021-03-18 18:56:43+01","00:00:06"
"Active","2021-03-18 18:56:43+01","2021-03-18 18:56:45+01","00:00:02"
"Intermediate","2021-03-18 18:56:45+01","2021-03-18 18:56:51+01","00:00:06"
"Active","2021-03-18 18:56:51+01","2021-03-18 18:56:52+01","00:00:01"
"Intermediate","2021-03-18 18:56:52+01","2021-03-18 18:57:01+01","00:00:09"
"Active","2021-03-18 18:57:01+01","2021-03-18 18:57:02+01","00:00:01"
"Intermediate","2021-03-18 18:57:02+01","2021-03-18 18:57:11+01","00:00:09"
"Active","2021-03-18 18:57:11+01","2021-03-18 18:57:13+01","00:00:02"
"Intermediate","2021-03-18 18:57:13+01","2021-03-18 18:57:15+01","00:00:02"
"Active","2021-03-18 18:57:15+01","2021-03-18 18:57:16+01","00:00:01"
"Intermediate","2021-03-18 18:57:16+01","2021-03-18 18:57:24+01","00:00:08"
"Active","2021-03-18 18:57:24+01","2021-03-18 18:57:25+01","00:00:01"
"Intermediate","2021-03-18 18:57:25+01","2021-03-18 18:57:29+01","00:00:04"
"Active","2021-03-18 18:57:29+01","2021-03-18 18:57:31+01","00:00:02"
"Intermediate","2021-03-18 18:57:31+01","2021-03-18 18:57:34+01","00:00:03"
"Active","2021-03-18 18:57:34+01","2021-03-18 18:57:36+01","00:00:02"
"Intermediate","2021-03-18 18:57:36+01","2021-03-18 18:57:38+01","00:00:02"
"Active","2021-03-18 18:57:38+01","2021-03-18 18:57:39+01","00:00:01"
"Intermediate","2021-03-18 18:57:39+01","2021-03-18 18:57:44+01","00:00:05"
"Active","2021-03-18 18:57:44+01","2021-03-18 18:57:45+01","00:00:01"
"Intermediate","2021-03-18 18:57:45+01","2021-03-18 18:57:48+01","00:00:03"
"Active","2021-03-18 18:57:48+01","2021-03-18 18:57:49+01","00:00:01"
"Intermediate","2021-03-18 18:57:49+01","2021-03-18 18:57:53+01","00:00:04"
"Active","2021-03-18 18:57:53+01","2021-03-18 18:57:54+01","00:00:01"
"Intermediate","2021-03-18 18:57:54+01","2021-03-18 18:58:05+01","00:00:11"
"Active","2021-03-18 18:58:05+01","2021-03-18 18:58:06+01","00:00:01"
"Intermediate","2021-03-18 18:58:06+01","2021-03-18 18:58:08+01","00:00:02"
"Active","2021-03-18 18:58:08+01","2021-03-18 18:58:11+01","00:00:03"
"Intermediate","2021-03-18 18:58:11+01","2021-03-18 18:58:12+01","00:00:01"
"Active","2021-03-18 18:58:12+01","2021-03-18 18:58:13+01","00:00:01"
"Intermediate","2021-03-18 18:58:13+01","2021-03-18 18:58:19+01","00:00:06"
"Active","2021-03-18 18:58:19+01","2021-03-18 18:58:20+01","00:00:01"
"Intermediate","2021-03-18 18:58:20+01","2021-03-18 18:58:33+01","00:00:13"
"Active","2021-03-18 18:58:33+01","2021-03-18 18:58:34+01","00:00:01"
"Intermediate","2021-03-18 18:58:34+01","2021-03-18 18:58:37+01","00:00:03"
"Active","2021-03-18 18:58:37+01","2021-03-18 18:58:38+01","00:00:01"
"Intermediate","2021-03-18 18:58:38+01","2021-03-18 18:58:45+01","00:00:07"
"Active","2021-03-18 18:58:45+01","2021-03-18 18:58:46+01","00:00:01"
"Intermediate","2021-03-18 18:58:46+01","2021-03-18 18:58:52+01","00:00:06"
"Active","2021-03-18 18:58:52+01","2021-03-18 18:58:53+01","00:00:01"
"Intermediate","2021-03-18 18:58:53+01","2021-03-18 18:59:06+01","00:00:13"
"Active","2021-03-18 18:59:06+01","2021-03-18 18:59:07+01","00:00:01"
"Intermediate","2021-03-18 18:59:07+01","2021-03-18 18:59:13+01","00:00:06"
"Active","2021-03-18 18:59:13+01","2021-03-18 18:59:14+01","00:00:01"
"Intermediate","2021-03-18 18:59:14+01","2021-03-18 18:59:18+01","00:00:04"
"Active","2021-03-18 18:59:18+01","2021-03-18 18:59:20+01","00:00:02"
"Intermediate","2021-03-18 18:59:20+01","2021-03-18 18:59:23+01","00:00:03"
"Active","2021-03-18 18:59:23+01","2021-03-18 18:59:25+01","00:00:02"
"Intermediate","2021-03-18 18:59:25+01","2021-03-18 18:59:31+01","00:00:06"
"Active","2021-03-18 18:59:31+01","2021-03-18 18:59:32+01","00:00:01"
"Intermediate","2021-03-18 18:59:32+01","2021-03-18 18:59:35+01","00:00:03"
"Active","2021-03-18 18:59:35+01","2021-03-18 18:59:36+01","00:00:01"
"Intermediate","2021-03-18 18:59:36+01","2021-03-18 18:59:40+01","00:00:04"
"Active","2021-03-18 18:59:40+01","2021-03-18 18:59:43+01","00:00:03"
"Intermediate","2021-03-18 18:59:43+01","2021-03-18 18:59:45+01","00:00:02"
